,test #,RUL prediction
0,1,13.0
1,2,131.0
2,3,119.0
3,4,113.0
4,5,13.0
5,6,125.0
6,7,11.0
7,8,73.0
8,9,9.0
9,10,123.0
10,11,8.0
11,12,104.0
12,13,34.0
13,14,14.0
14,15,54.0
15,16,108.0
16,17,88.0
17,18,134.0
18,19,23.0
19,20,83.0
20,21,107.0
21,22,18.0
22,23,132.0
23,24,107.0
24,25,95.0
25,26,123.0
26,27,124.0
27,28,130.0
28,29,74.0
29,30,77.0
30,31,116.0
31,32,11.0
32,33,79.0
33,34,131.0
34,35,102.0
35,36,72.0
36,37,117.0
37,38,61.0
38,39,74.0
39,40,49.0
40,41,36.0
41,42,31.0
42,43,12.0
43,44,10.0
44,45,15.0
45,46,118.0
46,47,128.0
47,48,26.0
48,49,115.0
49,50,18.0
50,51,131.0
51,52,53.0
52,53,53.0
53,54,129.0
54,55,112.0
55,56,115.0
56,57,130.0
57,58,38.0
58,59,128.0
59,60,72.0
60,61,117.0
61,62,30.0
62,63,55.0
63,64,21.0
64,65,11.0
65,66,132.0
66,67,78.0
67,68,67.0
68,69,104.0
69,70,17.0
70,71,131.0
71,72,83.0
72,73,54.0
73,74,72.0
74,75,121.0
75,76,56.0
76,77,107.0
77,78,44.0
78,79,84.0
79,80,11.0
80,81,130.0
81,82,86.0
82,83,112.0
83,84,19.0
84,85,40.0
85,86,126.0
86,87,39.0
87,88,94.0
88,89,130.0
89,90,22.0
90,91,21.0
91,92,92.0
92,93,129.0
93,94,101.0
94,95,94.0
95,96,61.0
96,97,42.0
97,98,108.0
98,99,3.0
99,100,23.0
100,101,131.0
101,102,38.0
102,103,9.0
103,104,93.0
104,105,135.0
105,106,123.0
106,107,72.0
107,108,121.0
108,109,32.0
109,110,92.0
110,111,14.0
111,112,95.0
112,113,129.0
113,114,93.0
114,115,94.0
115,116,9.0
116,117,130.0
117,118,84.0
118,119,125.0
119,120,15.0
120,121,128.0
121,122,127.0
122,123,124.0
123,124,10.0
124,125,129.0
125,126,86.0
126,127,71.0
127,128,85.0
128,129,86.0
129,130,112.0
130,131,67.0
131,132,57.0
132,133,48.0
133,134,6.0
134,135,125.0
135,136,114.0
136,137,79.0
137,138,18.0
138,139,118.0
139,140,71.0
140,141,105.0
141,142,59.0
142,143,81.0
143,144,36.0
144,145,58.0
145,146,15.0
146,147,132.0
147,148,13.0
148,149,127.0
149,150,21.0
150,151,90.0
151,152,101.0
152,153,73.0
153,154,130.0
154,155,110.0
155,156,107.0
156,157,97.0
157,158,36.0
158,159,13.0
159,160,58.0
160,161,17.0
161,162,72.0
162,163,103.0
163,164,7.0
164,165,128.0
165,166,105.0
166,167,106.0
167,168,115.0
168,169,127.0
169,170,99.0
170,171,66.0
171,172,84.0
172,173,25.0
173,174,115.0
174,175,122.0
175,176,20.0
176,177,6.0
177,178,123.0
178,179,53.0
179,180,74.0
180,181,77.0
181,182,17.0
182,183,53.0
183,184,132.0
184,185,12.0
185,186,14.0
186,187,103.0
187,188,129.0
188,189,55.0
189,190,33.0
190,191,79.0
191,192,20.0
192,193,42.0
193,194,131.0
194,195,65.0
195,196,117.0
196,197,118.0
197,198,53.0
198,199,89.0
199,200,125.0
200,201,120.0
201,202,91.0
202,203,131.0
203,204,123.0
204,205,121.0
205,206,57.0
206,207,103.0
207,208,7.0
208,209,35.0
209,210,11.0
210,211,14.0
211,212,67.0
212,213,69.0
213,214,96.0
214,215,128.0
215,216,130.0
216,217,112.0
217,218,130.0
218,219,78.0
219,220,129.0
220,221,133.0
221,222,69.0
222,223,129.0
223,224,126.0
224,225,23.0
225,226,126.0
226,227,12.0
227,228,126.0
228,229,81.0
229,230,107.0
230,231,11.0
231,232,86.0
232,233,133.0
233,234,123.0
234,235,129.0
235,236,13.0
236,237,59.0
237,238,122.0
238,239,105.0
239,240,126.0
240,241,132.0
241,242,20.0
242,243,86.0
243,244,130.0
244,245,10.0
245,246,101.0
246,247,129.0
247,248,68.0
248,249,131.0
249,250,20.0
250,251,128.0
251,252,12.0
252,253,73.0
253,254,50.0
254,255,90.0
255,256,131.0
256,257,43.0
257,258,79.0
258,259,82.0
