,test #,RUL prediction
0,1,6.64143
1,2,127.94308
2,3,76.648
3,4,124.83951
4,5,14.205396
5,6,127.89232
6,7,23.464773
7,8,40.887913
8,9,6.8055897
9,10,127.94308
10,11,28.134989
11,12,124.73705
12,13,32.630005
13,14,5.960739
14,15,48.894634
15,16,107.46609
16,17,80.96267
17,18,127.94308
18,19,20.069563
19,20,106.83995
20,21,83.66674
21,22,27.179796
22,23,127.94308
23,24,75.41128
24,25,85.014336
25,26,119.68854
26,27,126.81055
27,28,127.94308
28,29,90.03568
29,30,83.62292
30,31,85.4739
31,32,13.312542
32,33,62.458965
33,34,127.94308
34,35,121.22455
35,36,91.589836
36,37,127.07192
37,38,32.04485
38,39,24.828556
39,40,66.49323
40,41,36.468243
41,42,37.6481
42,43,64.0834
43,44,14.677469
44,45,7.1426125
45,46,95.53097
46,47,126.999176
47,48,24.790668
48,49,126.60767
49,50,13.614237
50,51,127.94308
51,52,13.342712
52,53,47.228695
53,54,122.23414
54,55,94.71322
55,56,125.44373
56,57,124.41397
57,58,25.816462
58,59,127.94308
59,60,74.85547
60,61,124.81403
61,62,42.459972
62,63,78.240166
63,64,12.848169
64,65,31.464949
65,66,126.11561
66,67,92.65983
67,68,78.42884
68,69,109.88604
69,70,10.889515
70,71,127.349464
71,72,83.66178
72,73,85.62084
73,74,117.33611
74,75,97.07569
75,76,24.998808
76,77,106.24001
77,78,86.12936
78,79,72.23615
79,80,8.957157
80,81,125.99648
81,82,117.20718
82,83,127.94308
83,84,16.255898
84,85,36.173065
85,86,102.098045
86,87,21.17592
87,88,61.822147
88,89,127.94308
89,90,34.2317
90,91,22.257874
91,92,102.07551
92,93,125.69897
93,94,74.41909
94,95,99.116615
95,96,48.167004
96,97,21.30263
97,98,107.359245
98,99,8.330743
99,100,38.003292
100,101,127.94308
101,102,28.331377
102,103,5.2093954
103,104,97.770744
104,105,127.94306
105,106,112.15203
106,107,60.892223
107,108,103.097275
108,109,41.70399
109,110,96.8088
110,111,25.352406
111,112,101.96668
112,113,127.94297
113,114,65.60885
114,115,87.61524
115,116,10.234617
116,117,127.94308
117,118,97.63854
118,119,96.189
119,120,25.271997
120,121,127.44272
121,122,127.94308
122,123,124.537025
123,124,12.198766
124,125,121.832726
125,126,107.10334
126,127,39.847225
127,128,73.68212
128,129,76.24835
129,130,125.55993
130,131,114.68861
131,132,55.95454
132,133,56.46979
133,134,18.39185
134,135,101.12772
135,136,120.129555
136,137,73.27754
137,138,7.664632
138,139,105.602135
139,140,91.39991
140,141,119.76598
141,142,44.4054
142,143,83.36246
143,144,38.59997
144,145,103.032715
145,146,31.721958
146,147,127.856224
147,148,29.865938
148,149,125.06576
149,150,14.965807
150,151,98.424736
151,152,110.71147
152,153,63.62927
153,154,127.94308
154,155,126.386696
155,156,121.21938
156,157,71.94835
157,158,32.75896
158,159,12.884893
159,160,61.85657
160,161,15.464393
161,162,54.733326
162,163,75.971306
163,164,7.6375647
164,165,127.94308
165,166,114.59304
166,167,121.04986
167,168,112.58965
168,169,121.967125
169,170,99.839355
170,171,57.467754
171,172,36.291096
172,173,23.162418
173,174,126.495575
174,175,122.764435
175,176,28.687407
176,177,7.1198473
177,178,127.885185
178,179,114.8722
179,180,96.6389
180,181,41.65745
181,182,14.998211
182,183,70.25898
183,184,127.84878
184,185,34.58796
185,186,24.854858
186,187,86.22866
187,188,116.418846
188,189,62.98338
189,190,18.176544
190,191,123.94346
191,192,35.968098
192,193,21.48681
193,194,127.94305
194,195,86.96233
195,196,88.73515
196,197,125.762886
197,198,106.89396
198,199,84.18554
199,200,124.8306
200,201,127.94308
201,202,87.77447
202,203,110.96848
203,204,127.94308
204,205,127.943
205,206,64.934074
206,207,86.05378
207,208,10.291535
208,209,51.872425
209,210,8.163699
210,211,36.11966
211,212,53.421883
212,213,11.992088
213,214,106.41306
214,215,117.95286
215,216,113.65603
216,217,127.94288
217,218,127.94308
218,219,75.27853
219,220,122.73197
220,221,126.815254
221,222,71.05456
222,223,127.94306
223,224,127.94308
224,225,17.617495
225,226,95.43545
226,227,12.58885
227,228,126.667465
228,229,78.74032
229,230,98.51583
230,231,7.1941824
231,232,51.756126
232,233,127.94306
233,234,104.40295
234,235,114.63868
235,236,14.529288
236,237,48.438824
237,238,119.819115
238,239,98.40432
239,240,114.19854
240,241,125.07671
241,242,9.125751
242,243,127.94308
243,244,127.94308
244,245,8.716357
245,246,100.49311
246,247,127.92181
247,248,85.96908
248,249,127.94308
249,250,11.844309
250,251,126.87417
251,252,28.441584
252,253,94.48556
253,254,77.90589
254,255,89.62927
255,256,127.61135
256,257,87.177864
257,258,101.45597
258,259,99.05191
