,test #,RUL prediction
0,1,9.033546
1,2,129.3761
2,3,98.11455
3,4,112.22586
4,5,16.669691
5,6,125.188225
6,7,7.763432
7,8,61.59114
8,9,10.066393
9,10,126.70104
10,11,7.350653
11,12,91.94678
12,13,37.470715
13,14,9.788896
14,15,46.0055
15,16,92.96835
16,17,68.988464
17,18,129.79605
18,19,21.198067
19,20,87.2872
20,21,100.466705
21,22,14.623855
22,23,126.12312
23,24,119.754196
24,25,92.81451
25,26,124.83085
26,27,125.68493
27,28,128.23582
28,29,70.45528
29,30,70.66951
30,31,97.43267
31,32,8.534568
32,33,80.621475
33,34,127.96025
34,35,94.24738
35,36,60.69583
36,37,120.16471
37,38,55.434372
38,39,44.628372
39,40,34.360634
40,41,33.640022
41,42,31.95661
42,43,11.346032
43,44,8.109849
44,45,16.35215
45,46,118.55107
46,47,123.16469
47,48,29.304703
48,49,113.36685
49,50,12.535728
50,51,129.69284
51,52,44.892273
52,53,39.840195
53,54,127.72247
54,55,98.152084
55,56,105.735214
56,57,126.27278
57,58,20.928778
58,59,126.49839
59,60,77.160034
60,61,115.03851
61,62,31.731247
62,63,50.343582
63,64,14.490379
64,65,7.173652
65,66,129.5507
66,67,83.77017
67,68,45.33145
68,69,106.446304
69,70,17.691244
70,71,129.3066
71,72,79.01708
72,73,57.428238
73,74,84.177055
74,75,120.43945
75,76,40.371296
76,77,128.3358
77,78,55.376255
78,79,89.19716
79,80,9.074258
80,81,126.83945
81,82,78.86737
82,83,112.199844
83,84,15.816747
84,85,43.590485
85,86,121.90315
86,87,39.698444
87,88,70.33981
88,89,126.420044
89,90,15.077982
90,91,20.041159
91,92,80.57129
92,93,126.537766
93,94,78.10408
94,95,89.848404
95,96,53.879715
96,97,19.568768
97,98,92.08198
98,99,4.3842525
99,100,18.041079
100,101,126.55743
101,102,35.235016
102,103,9.679611
103,104,86.26282
104,105,131.49956
105,106,117.3582
106,107,65.036224
107,108,121.254684
108,109,27.847816
109,110,94.95054
110,111,17.810648
111,112,95.051414
112,113,128.10136
113,114,87.129265
114,115,78.57651
115,116,6.593718
116,117,125.90867
117,118,94.407684
118,119,115.85245
119,120,16.519695
120,121,124.424644
121,122,124.69425
122,123,121.148285
123,124,9.44458
124,125,122.32651
125,126,82.0457
126,127,58.065926
127,128,87.23566
128,129,74.57185
129,130,104.869896
130,131,83.66507
131,132,53.5704
132,133,38.935425
133,134,4.0647473
134,135,118.07254
135,136,111.31642
136,137,79.951584
137,138,12.677254
138,139,92.514465
139,140,48.611397
140,141,99.82944
141,142,53.570305
142,143,80.44635
143,144,32.862576
144,145,55.621895
145,146,13.694981
146,147,127.84348
147,148,12.469385
148,149,127.862
149,150,22.558235
150,151,107.10436
151,152,111.06774
152,153,67.9505
153,154,128.34479
154,155,111.060234
155,156,124.576126
156,157,77.18212
157,158,29.992783
158,159,9.2380905
159,160,46.63263
160,161,16.503601
161,162,57.050095
162,163,86.92221
163,164,6.798854
164,165,126.207306
165,166,100.11139
166,167,100.17899
167,168,105.677414
168,169,116.53747
169,170,98.142075
170,171,66.95317
171,172,98.63564
172,173,22.633362
173,174,120.29993
174,175,120.80234
175,176,22.77191
176,177,5.779271
177,178,126.8784
178,179,56.343494
179,180,79.22578
180,181,77.351135
181,182,14.519515
182,183,53.605057
183,184,128.18529
184,185,10.069496
185,186,17.839766
186,187,85.53325
187,188,128.20934
188,189,48.22499
189,190,29.38482
190,191,85.977325
191,192,23.81869
192,193,34.423836
193,194,124.39432
194,195,55.470703
195,196,107.59506
196,197,112.23689
197,198,44.14321
198,199,88.76436
199,200,126.353195
200,201,123.87125
201,202,88.20925
202,203,129.06792
203,204,128.43472
204,205,121.799164
205,206,65.01942
206,207,95.13704
207,208,4.9846706
208,209,38.25659
209,210,8.912248
210,211,11.436415
211,212,64.46992
212,213,49.236633
213,214,94.219505
214,215,123.35575
215,216,121.792404
216,217,92.39942
217,218,128.8692
218,219,83.64087
219,220,126.99932
220,221,126.68846
221,222,71.93032
222,223,128.27716
223,224,128.84514
224,225,15.188919
225,226,98.68071
226,227,5.7828665
227,228,124.49405
228,229,83.72485
229,230,83.31854
230,231,9.419717
231,232,78.07761
232,233,130.86383
233,234,100.97357
234,235,125.96629
235,236,7.7509384
236,237,46.750446
237,238,125.712204
238,239,111.71136
239,240,121.307
240,241,129.34738
241,242,15.431398
242,243,86.0952
243,244,125.94638
244,245,9.182509
245,246,113.73305
246,247,127.73235
247,248,59.235176
248,249,119.22876
249,250,7.600075
250,251,126.28728
251,252,10.105296
252,253,48.96111
253,254,49.5375
254,255,87.22775
255,256,129.42946
256,257,66.35387
257,258,97.91064
258,259,84.978775
