,test #,RUL prediction
0,1,10.486872
1,2,128.89111
2,3,90.96911
3,4,97.23908
4,5,15.530427
5,6,123.20609
6,7,11.508913
7,8,63.692696
8,9,7.729704
9,10,99.86521
10,11,7.8484373
11,12,111.522194
12,13,32.41297
13,14,10.435412
14,15,44.349365
15,16,85.271614
16,17,61.63999
17,18,130.12424
18,19,20.29026
19,20,75.53243
20,21,79.71343
21,22,9.440202
22,23,126.55666
23,24,114.80774
24,25,76.31934
25,26,120.82317
26,27,113.39299
27,28,127.47332
28,29,83.65629
29,30,71.76884
30,31,78.33285
31,32,6.6897182
32,33,76.17831
33,34,129.56033
34,35,74.11406
35,36,65.68672
36,37,107.82618
37,38,54.391663
38,39,45.152428
39,40,38.978565
40,41,34.506283
41,42,28.472847
42,43,14.14799
43,44,7.8694277
44,45,11.511839
45,46,110.63141
46,47,124.264656
47,48,19.736307
48,49,105.08289
49,50,10.139468
50,51,129.09576
51,52,41.7443
52,53,39.496548
53,54,112.247246
54,55,101.48224
55,56,119.8408
56,57,126.92312
57,58,20.788177
58,59,128.21693
59,60,67.85509
60,61,120.22178
61,62,34.030758
62,63,50.56502
63,64,7.7113314
64,65,9.004788
65,66,129.32771
66,67,85.532585
67,68,48.818405
68,69,114.77325
69,70,14.706329
70,71,129.04228
71,72,70.42727
72,73,47.582924
73,74,86.82754
74,75,121.12954
75,76,38.557693
76,77,103.39366
77,78,46.7843
78,79,95.10275
79,80,7.7314625
80,81,127.07398
81,82,83.670845
82,83,109.857155
83,84,16.037512
84,85,37.353413
85,86,110.63142
86,87,24.218624
87,88,72.741936
88,89,128.85762
89,90,11.1480665
90,91,18.530207
91,92,74.93289
92,93,127.478935
93,94,75.23014
94,95,78.82302
95,96,40.571594
96,97,29.790333
97,98,89.597755
98,99,3.3564997
99,100,18.83978
100,101,125.46455
101,102,26.217728
102,103,7.8991966
103,104,83.10802
104,105,131.7892
105,106,114.480965
106,107,61.53456
107,108,114.48402
108,109,33.58069
109,110,78.25126
110,111,17.057302
111,112,72.39683
112,113,128.77107
113,114,86.06089
114,115,68.5832
115,116,5.912594
116,117,127.87109
117,118,88.736664
118,119,119.453354
119,120,14.240072
120,121,125.84045
121,122,122.87345
122,123,111.46673
123,124,7.234436
124,125,109.460655
125,126,75.580894
126,127,64.45011
127,128,90.41446
128,129,64.42961
129,130,102.5534
130,131,77.71725
131,132,46.74279
132,133,44.853733
133,134,4.0171585
134,135,111.83437
135,136,102.19309
136,137,70.97871
137,138,15.212002
138,139,78.14463
139,140,49.74376
140,141,111.38317
141,142,53.445587
142,143,81.37665
143,144,38.384567
144,145,62.10283
145,146,11.043202
146,147,123.084206
147,148,14.069774
148,149,120.148445
149,150,23.366917
150,151,90.16413
151,152,92.00776
152,153,75.948364
153,154,123.676384
154,155,109.22219
155,156,100.15674
156,157,99.195244
157,158,20.359465
158,159,6.5793443
159,160,38.797462
160,161,17.12722
161,162,50.453552
162,163,66.22209
163,164,5.589447
164,165,125.01511
165,166,98.09623
166,167,91.09739
167,168,104.26556
168,169,125.241035
169,170,85.96972
170,171,56.197952
171,172,86.66061
172,173,18.844248
173,174,98.88915
174,175,122.26144
175,176,20.730034
176,177,5.6822233
177,178,125.301186
178,179,42.68086
179,180,80.393364
180,181,83.5877
181,182,17.22093
182,183,47.34055
183,184,125.67059
184,185,11.215453
185,186,10.798757
186,187,105.53569
187,188,126.184
188,189,51.862915
189,190,25.876009
190,191,81.22239
191,192,21.450615
192,193,37.48637
193,194,130.1776
194,195,50.58432
195,196,108.51162
196,197,119.0427
197,198,43.7089
198,199,83.72225
199,200,127.58592
200,201,111.91096
201,202,92.378204
202,203,125.29688
203,204,124.216774
204,205,116.20163
205,206,56.383636
206,207,89.13885
207,208,4.397479
208,209,31.89774
209,210,6.645048
210,211,9.70034
211,212,56.418644
212,213,61.236053
213,214,100.2891
214,215,123.73319
215,216,112.440834
216,217,109.005165
217,218,128.58804
218,219,71.937195
219,220,125.17698
220,221,125.66196
221,222,60.93163
222,223,126.2967
223,224,129.20753
224,225,15.011092
225,226,96.72242
226,227,7.9770517
227,228,119.55062
228,229,87.295876
229,230,111.93116
230,231,8.398678
231,232,73.796074
232,233,130.68459
233,234,93.18197
234,235,123.816376
235,236,10.557244
236,237,45.187912
237,238,117.320816
238,239,94.23064
239,240,130.89969
240,241,129.09508
241,242,9.316954
242,243,92.56531
243,244,131.4349
244,245,7.441269
245,246,112.21625
246,247,124.56532
247,248,53.987404
248,249,119.57055
249,250,9.255737
250,251,125.20438
251,252,9.706919
252,253,55.80748
253,254,38.021976
254,255,89.43443
255,256,123.15728
256,257,54.780987
257,258,78.64687
258,259,86.31993
