,test #,RUL prediction
0,1,11.681555
1,2,124.19043
2,3,68.55265
3,4,117.64775
4,5,12.819969
5,6,125.34082
6,7,14.492691
7,8,28.435743
8,9,11.017189
9,10,113.78301
10,11,22.925804
11,12,117.18085
12,13,38.05928
13,14,8.772371
14,15,44.53334
15,16,105.28545
16,17,90.97953
17,18,123.88501
18,19,21.03771
19,20,94.332436
20,21,72.99802
21,22,37.31019
22,23,126.08
23,24,63.633007
24,25,80.33124
25,26,120.07203
26,27,122.47141
27,28,126.33308
28,29,101.443825
29,30,79.655396
30,31,83.9844
31,32,15.521709
32,33,46.09466
33,34,126.24295
34,35,112.43518
35,36,88.06051
36,37,121.71031
37,38,32.17783
38,39,39.840916
39,40,79.20285
40,41,40.678875
41,42,48.02242
42,43,46.28583
43,44,50.074837
44,45,10.999805
45,46,107.51564
46,47,117.17153
47,48,34.698612
48,49,121.34709
49,50,17.83174
50,51,126.50904
51,52,13.079758
52,53,43.920834
53,54,110.57352
54,55,85.74401
55,56,119.966644
56,57,117.15558
57,58,33.242966
58,59,126.567505
59,60,74.94745
60,61,120.52026
61,62,39.782337
62,63,78.98266
63,64,14.062923
64,65,37.55708
65,66,122.90263
66,67,73.99663
67,68,82.978226
68,69,89.11481
69,70,14.970812
70,71,124.76475
71,72,66.37073
72,73,81.31424
73,74,105.032974
74,75,89.814316
75,76,23.36545
76,77,115.53227
77,78,80.02252
78,79,96.27338
79,80,8.770258
80,81,120.2756
81,82,106.84143
82,83,123.455826
83,84,15.457193
84,85,42.675205
85,86,111.184166
86,87,21.600021
87,88,58.18903
88,89,124.7036
89,90,31.827698
90,91,21.415276
91,92,87.8837
92,93,118.786026
93,94,87.710434
94,95,112.71298
95,96,44.67468
96,97,21.957178
97,98,98.589226
98,99,14.141321
99,100,40.51871
100,101,126.5202
101,102,32.131428
102,103,9.190535
103,104,91.34032
104,105,124.31677
105,106,120.74341
106,107,44.199055
107,108,94.59033
108,109,38.37846
109,110,92.46513
110,111,34.111485
111,112,65.047325
112,113,124.549614
113,114,75.20796
114,115,74.41733
115,116,9.882594
116,117,125.34777
117,118,102.98761
118,119,91.07649
119,120,21.679644
120,121,124.4199
121,122,126.56407
122,123,124.00737
123,124,10.72831
124,125,120.36968
125,126,104.50757
126,127,59.51543
127,128,96.92091
128,129,62.74676
129,130,102.67868
130,131,117.138824
131,132,67.39198
132,133,70.658844
133,134,18.13225
134,135,103.636475
135,136,119.32843
136,137,60.163425
137,138,8.929089
138,139,104.211685
139,140,76.5303
140,141,118.4218
141,142,43.68033
142,143,79.51912
143,144,46.01752
144,145,97.65153
145,146,22.416748
146,147,117.36153
147,148,24.49588
148,149,118.65892
149,150,16.406975
150,151,86.32965
151,152,100.984116
152,153,82.05017
153,154,124.83009
154,155,115.36215
155,156,116.56942
156,157,76.56706
157,158,26.623756
158,159,13.427668
159,160,102.51001
160,161,18.914352
161,162,62.953846
162,163,97.42855
163,164,9.902969
164,165,126.53264
165,166,104.71759
166,167,118.92136
167,168,97.566284
168,169,122.35159
169,170,106.94681
170,171,51.93028
171,172,91.73115
172,173,28.887272
173,174,125.52273
174,175,118.54271
175,176,35.024834
176,177,9.645313
177,178,123.265335
178,179,66.05751
179,180,89.76361
180,181,30.475079
181,182,12.776577
182,183,70.28495
183,184,123.57204
184,185,29.92255
185,186,15.856077
186,187,111.927734
187,188,110.698364
188,189,63.65601
189,190,26.714676
190,191,102.80496
191,192,41.332638
192,193,26.091843
193,194,126.475845
194,195,70.430115
195,196,103.48529
196,197,125.41755
197,198,105.27345
198,199,102.43
199,200,124.443985
200,201,126.57829
201,202,85.06743
202,203,103.2175
203,204,125.951805
204,205,125.74417
205,206,69.72423
206,207,79.39986
207,208,13.225119
208,209,52.31177
209,210,15.208715
210,211,31.900053
211,212,57.611042
212,213,19.795547
213,214,114.87866
214,215,114.94103
215,216,116.699265
216,217,126.20253
217,218,126.573166
218,219,96.07829
219,220,125.29433
220,221,124.74881
221,222,54.542652
222,223,126.540344
223,224,125.899796
224,225,19.19379
225,226,94.60977
226,227,12.02809
227,228,125.962616
228,229,98.11334
229,230,87.99157
230,231,11.152182
231,232,49.051037
232,233,126.42876
233,234,84.69693
234,235,109.39341
235,236,17.112188
236,237,28.400356
237,238,111.90706
238,239,91.07243
239,240,125.33904
240,241,118.826485
241,242,14.737011
242,243,125.49224
243,244,125.69152
244,245,12.416288
245,246,109.76918
246,247,120.92882
247,248,84.55522
248,249,126.4
249,250,12.623005
250,251,125.232254
251,252,20.22959
252,253,98.51105
253,254,87.40952
254,255,73.16513
255,256,124.247345
256,257,89.268616
257,258,102.66374
258,259,100.072624
